2.006484290116566649e-01,2.224184175006629072e-01,2.370398107885781924e-01,2.552665060504917816e-01,2.567294271245714188e-01,2.648159993341905327e-01,2.548073562662279135e-01,2.419068919956434971e-01,2.270005826008996141e-01,2.067319873952510323e-01,1.989944972529341383e-01,2.155076317318911638e-01,2.383988565986181751e-01,2.627272748190989105e-01,2.687225501076948020e-01,2.801728940566337034e-01,2.156321835426042444e-01,2.455548511937968303e-01,2.146590817048889543e-01,2.203833808769218860e-01,1.948276343788812592e-01,2.477375438493559789e-01,2.373449298555145859e-01,2.566307731760351651e-01,2.744032886256229098e-01,2.720767722655187959e-01,2.347756754859466610e-01,2.145668142981221327e-01,2.295910474405053747e-01,2.376962171599320828e-01,1.892068567358454190e-01,2.044670446118977414e-01,2.315561644136460984e-01,2.548619442187232687e-01,2.676772030358972043e-01,2.820943150265267096e-01,2.213893341365588685e-01,2.415270094147177471e-01,1.906103085070938730e-01,1.895444690198470339e-01
1.755626068705854748e-01,1.884791471206070379e-01,2.000915968760495212e-01,2.117337280594928373e-01,2.133989381759748005e-01,2.248047296670552531e-01,2.088978547888023785e-01,2.068544208734829082e-01,1.945180501193480294e-01,1.851373295340902336e-01,1.693593027549570862e-01,1.875463913438549513e-01,2.002056907796239960e-01,2.118420103091584183e-01,2.269305655278130718e-01,2.291406130253939577e-01,1.795129118462595874e-01,1.953396371900051331e-01,1.828312131410160524e-01,1.869312131126281695e-01,1.667900403287419231e-01,1.879145786384947836e-01,2.032512450675241222e-01,2.175926009991529797e-01,2.220173989820412586e-01,2.264202135254418380e-01,1.963375374278462371e-01,1.742527234036065353e-01,1.879090722644784772e-01,1.915565303799585395e-01,1.569642455379738066e-01,1.740014054889063577e-01,1.962235704483856757e-01,2.138605493805541824e-01,2.219604593533427705e-01,2.316286844762273367e-01,1.816868036776239925e-01,1.842022615098757587e-01,1.579594134584908494e-01,1.674264749619163717e-01
1.533845831948860428e-01,1.618012527364569020e-01,1.655487309604746493e-01,1.747445324893723284e-01,1.724140117307795816e-01,1.747637964506451869e-01,1.734261576321873000e-01,1.676300739654302263e-01,1.616598041063922464e-01,1.659625251545382707e-01,1.501340660142095607e-01,1.660328353158708192e-01,1.708081499168108697e-01,1.739466653467635904e-01,1.756051906717454592e-01,1.839871619625143284e-01,1.606894935234203237e-01,1.678041682632858966e-01,1.573580396883848820e-01,1.655656247677965154e-01,1.419451319488140573e-01,1.581948794454795804e-01,1.649361155877443197e-01,1.740348164349615201e-01,1.792411852073988454e-01,1.841935055080632100e-01,1.632231384127122431e-01,1.544806159426972691e-01,1.554178293060263782e-01,1.609746452369719694e-01,1.412165468056884865e-01,1.496208128581001662e-01,1.567444919090028033e-01,1.622284914523252908e-01,1.647504105532692775e-01,1.646316677855954036e-01,1.570983961643979965e-01,1.490979221026246804e-01,1.441055141327778066e-01,1.476300314365175115e-01
1.206819437654876176e-01,1.126355001350502066e-01,1.117818602113260368e-01,1.057208651430511931e-01,1.070660983790025778e-01,1.039899417648845054e-01,1.101824777036966851e-01,1.121802843393631538e-01,1.017280717499529502e-01,1.331603319312012201e-01,1.254791276745019779e-01,1.201849149452351856e-01,1.111830367890188909e-01,1.060050745155071972e-01,1.079690148304383451e-01,1.103872232274503012e-01,1.214307609048241726e-01,1.063176903478203345e-01,1.112075492471830268e-01,1.178743377638178103e-01,1.273441584351416023e-01,1.098910679174908145e-01,1.043335136972083216e-01,1.036670021382759682e-01,1.024558822425419430e-01,1.042324181874992595e-01,9.311989144551731379e-02,1.209102427865244855e-01,1.027637995976376090e-01,1.093935171553073460e-01,1.257819052482427591e-01,1.153785445105177665e-01,9.130871519643152245e-02,8.075445477670399608e-02,7.878834449359738146e-02,8.064458647441216654e-02,1.084280828246190348e-01,7.548879672913186289e-02,1.234326808187762997e-01,1.290582707950178598e-01
1.129198183272935030e-01,9.799708722391385629e-02,8.806640930660572519e-02,7.938347247752261526e-02,8.008805701582472070e-02,6.953724068756260424e-02,7.735328940740307524e-02,8.421374757450725279e-02,7.719534851241392770e-02,1.167337281799852716e-01,1.147064575959790694e-01,1.006363158170812400e-01,8.380790393950691974e-02,6.908726459402497744e-02,6.998395320263479935e-02,7.172168630369823994e-02,1.055568594339633681e-01,7.376144306354749658e-02,9.075653061556383794e-02,9.886838868503312894e-02,1.209006371297013799e-01,8.925911786839009487e-02,7.608730559612784938e-02,7.377690625706659344e-02,7.157366889447325242e-02,7.095145067989280796e-02,6.335986160391875177e-02,1.077790459002418155e-01,7.878487358696814602e-02,8.585421434826452647e-02,1.222631733051315756e-01,1.031771933373159672e-01,7.361108534391926084e-02,5.563283486587750071e-02,5.366830287228786106e-02,5.140356488372896382e-02,9.750166936830559350e-02,5.549383629657723277e-02,1.156092451806103316e-01,1.235688117526448082e-01
1.018103039209938415e-01,7.859874416756058857e-02,6.968034660689712001e-02,5.221600423383630785e-02,5.371020231148336543e-02,4.271105413994944616e-02,5.198597969685668507e-02,5.862931412842081746e-02,5.492516309204266423e-02,1.067622254561424872e-01,1.062133881928304380e-01,8.647798550162015541e-02,6.389309845441319691e-02,4.826519775198533785e-02,4.644076529582587265e-02,4.652743278935429078e-02,9.214822042607320740e-02,5.164986611075708667e-02,7.356223545627368909e-02,8.135685575063109076e-02,1.209875877804732630e-01,7.714012217671639693e-02,5.859139003753035396e-02,4.870033164000981546e-02,4.409662581180789909e-02,3.886760101005171109e-02,4.136453987562755535e-02,1.001628383528520572e-01,6.216465306201320040e-02,6.961346734316178897e-02,1.193980263624242061e-01,9.136044086691406940e-02,4.956354582697401062e-02,2.138160619935540463e-02,1.666241539574193214e-02,1.066358878387813590e-02,7.669696189855872148e-02,2.951919428757342895e-02,1.102744471220088451e-01,1.198264824778869919e-01
9.136206273079013063e-02,6.832227036492082017e-02,5.554595012205876259e-02,4.301531465696387807e-02,4.247423883355512519e-02,3.063675327044594957e-02,3.913552780868136127e-02,4.733153356642404164e-02,4.191005565387473375e-02,9.266370729836828635e-02,9.407011284375525750e-02,7.557601645917003119e-02,5.109618007007075274e-02,3.541639481639151377e-02,3.644247478876765783e-02,3.419365617358031267e-02,7.962111042673207517e-02,4.047500360186108426e-02,6.332945668552829310e-02,7.176045922892976270e-02,1.105445107077614314e-01,6.294228297969625685e-02,4.342571467326045154e-02,3.676385129050081801e-02,3.553295619901399721e-02,3.759297936427229841e-02,3.081451281860211888e-02,8.992099670169986791e-02,4.816260789310725099e-02,5.576476963182026847e-02,1.129816092490796009e-01,8.133656258692588403e-02,3.566693440394279324e-02,1.350084316915169634e-02,7.739937233136565294e-03,4.581214982563109987e-03,6.533301768742183491e-02,1.981844235707413970e-02,1.024049817215013924e-01,1.122104592982443583e-01
8.120800800759449267e-02,5.947914226360248580e-02,5.093333994855440972e-02,3.905348478346623575e-02,3.899902539250253014e-02,2.703116813550254793e-02,3.521994432074827819e-02,4.205209651933748682e-02,3.767509390248213741e-02,8.415174575459226369e-02,8.461112087166036688e-02,6.813318453382311013e-02,4.743935903569920093e-02,3.315518459826910513e-02,3.383386648100675242e-02,3.420524728933486275e-02,7.294547488719899109e-02,3.758935134003440343e-02,5.706977603532031873e-02,6.636438945429508351e-02,9.761608762123680227e-02,5.681383847011375193e-02,4.115759858762996909e-02,3.503540903703502435e-02,3.541166717672863951e-02,4.099786913475630262e-02,3.242635962063968036e-02,7.884146215926618462e-02,4.632045964973336566e-02,4.833066220679690245e-02,1.016353795054719955e-01,7.272279620004186429e-02,3.332846387588728199e-02,1.460049038346578065e-02,9.810210035165158743e-03,7.198502525277192254e-03,6.101128115406596192e-02,1.910328693864471461e-02,9.275887059526422007e-02,1.011421462092926687e-01
7.867018227257430163e-02,6.425932878974770224e-02,5.745045602404928731e-02,5.593080993661377065e-02,5.384604049503666223e-02,5.143236204415417567e-02,5.160110213750278285e-02,5.502839065687885334e-02,5.085893641787860714e-02,8.656625774605676560e-02,8.553151923429530568e-02,7.260862530508181700e-02,5.738447010642449414e-02,5.256065453596096143e-02,5.038273562820597129e-02,5.692978346453339555e-02,7.757412312529841925e-02,5.398799146490350365e-02,6.489013596827815367e-02,7.163247861917317050e-02,8.994980284175937979e-02,6.278386127859734989e-02,5.473059805740780603e-02,5.741755058780904225e-02,5.982329397970454626e-02,6.495174296234891564e-02,4.839999220612068581e-02,7.846465684440494248e-02,5.352584885075779841e-02,5.664719666556432276e-02,9.215238884458412660e-02,7.512278238168770828e-02,4.835853756017723798e-02,3.858353535804446427e-02,4.178883922587013633e-02,3.453407436258019991e-02,6.824405047179027406e-02,4.019523849261522064e-02,8.705795500204902004e-02,9.418177708893538114e-02
8.621454375018508531e-02,8.115630342571686362e-02,8.674895382304059765e-02,8.201911812113153732e-02,7.926901070356048851e-02,8.702024516747820793e-02,8.441693028271146648e-02,8.488929886161372673e-02,8.017913530050521653e-02,9.862547406861825461e-02,9.295310391666711247e-02,8.835463021962987329e-02,9.054509327058411772e-02,8.906858266509820599e-02,9.196113274630351997e-02,9.153518333225316161e-02,9.113071450697496356e-02,8.780450874604771305e-02,8.391331900641137154e-02,8.833472646441757614e-02,9.365430258349385917e-02,8.372135704518907096e-02,8.801126684783795728e-02,9.048092722862312309e-02,9.326055414598230509e-02,1.016240249764241016e-01,8.170141870371552817e-02,8.790185146851410558e-02,7.555804471630672703e-02,8.733448594373899310e-02,9.461793146994766646e-02,8.495333485889623726e-02,7.022264031481063873e-02,6.811605463080568079e-02,6.611674455346215618e-02,7.372406848275497859e-02,7.980362369371407638e-02,6.049379237233280804e-02,9.215849535161885209e-02,9.813983285875103879e-02
